"k","max_depth","F1"
"5","3",0.0416666666666667
"5","3",0.027972027972028
"5","3",0.0140845070422535
"5","3",0.0680272108843537
"5","3",0.013986013986014
"5","3",0.0413793103448276
"5","3",NA
"5","3",0.0551724137931034
"5","3",0.0413793103448276
"5","3",0.013986013986014
"5","3",0.027972027972028
"5","3",0.027972027972028
"5","3",0.0551724137931034
"5","3",0.0413793103448276
"5","3",0.013986013986014
"5","3",0.0416666666666667
"5","3",0.0684931506849315
"5","3",0.0551724137931034
"5","3",0.013986013986014
"5","3",0.0680272108843537
"5","3",0.0684931506849315
"5","3",0.0140845070422535
"5","3",0.0551724137931034
"5","5",0.445652173913044
"5","5",0.484210526315789
